t,a_w,a_b,a_w_next,a_b_next,y,w_w,w_b,n_w,n_b,h_w,h_b,p_w_given_wparent,p_w_given_bparent,mobility_up_b_to_w,mobility_down_w_to_b
35,17.10263376056546,22.349424154321547,17.54724442384456,22.967729431467788,12.87443190709681,9.026185873295178,10.596938889803708,0.2959292970913783,0.7040707029086213,0.4446106632791011,0.6183052771462417,0.8239493981030671,0.07387712083134691,0.07387712083134691,0.176050601896933
36,17.54724442384456,22.967729431467788,17.991727575319512,23.58616222041818,13.22001217070794,9.268092161701112,10.881882463629214,0.2958225909780379,0.7041774090219617,0.44448315147495054,0.6184327889503922,0.8239229566427321,0.07385572123152655,0.07385572123152655,0.17607704335726793
37,17.991727575319512,23.58616222041818,18.436088797308958,24.204716938854077,13.565576529677967,9.509983557750044,11.166817625517474,0.29572056931510493,0.7042794306848945,0.44436122198944705,0.6185547184358957,0.8238975439187701,0.07383517634402147,0.07383517634402147,0.17610245608123004
38,18.436088797308958,24.204716938854077,18.880333293496573,24.823388383091807,13.911125728875394,9.751860761468198,11.451744766669893,0.2956229135595196,0.7043770864404799,0.4442444961876137,0.618671444237729,0.8238730989479507,0.0738154338039889,0.0738154338039889,0.17612690105204937
39,18.880333293496573,24.823388383091807,19.324465923287907,25.442171693725815,14.256660460070709,9.993724422587345,11.736664250939105,0.29552933414233773,0.7044706658576618,0.44413262979133367,0.6187833106340092,0.8238495654749197,0.07379644548714341,0.07379644548714341,0.17615043452508036
40,19.324465923287907,25.442171693725815,19.76849123229875,26.061062325140313,14.6021813669431,10.235575145339714,12.021576417330195,0.2954395671985678,0.7045604328014318,0.44402530901084336,0.6188906314144994,0.8238268915319154,0.07377816708991315,0.07377816708991315,0.17617310846808465
41,19.76849123229875,26.061062325140313,20.212413479491378,26.68005601837303,14.947689049505911,10.477413492688369,12.306481582223785,0.29535337173458887,0.7046466282654107,0.44392224719262735,0.6189936932327154,0.8238050290446863,0.07376055775795985,0.07376055775795985,0.17619497095531358
42,20.212413479491378,26.68005601837303,20.656236661395827,27.299148776893926,15.293184068030229,10.719239990071621,12.591380041356762,0.29527052716581015,0.7047294728341894,0.4438231819044474,0.6190927585208954,0.8237839334795115,0.07374357975680526,0.07374357975680526,0.17621606652048866
43,20.656236661395827,27.299148776893926,21.099964533787762,27.918336844927335,15.638666946533878,10.961055128727583,12.876272071591467,0.2951908311688994,0.7048091688311001,0.4437278723919338,0.619188068033409,0.8237635635267527,0.07372719817919905,0.07372719817919905,0.17623643647324716
44,21.099964533787762,27.918336844927335,21.543600631139995,28.537616688000444,15.984138175892747,11.20285936865457,13.161157932499643,0.29511409780232833,0.7048859021976712,0.4436360973522327,0.6192798430731099,0.8237438808168543,0.07371138068460077,0.07371138068460077,0.1762561191831457
45,21.543600631139995,28.537616688000444,21.987148284119204,29.156984975446576,16.329598216622447,11.444653141254514,13.446037867783726,0.2950401558566437,0.7049598441433558,0.4435476529792094,0.6193682874461334,0.8237248496651569,0.07369609726679544,0.07369609726679544,0.17627515033484317
46,21.987148284119204,29.156984975446576,22.430610635361262,29.776438564629863,16.67504750137186,11.686436851699664,13.730912106555126,0.29496884740212265,0.7050311525978767,0.4434623512420575,0.6194535891832853,0.823706436842316,0.07368132004619887,0.07368132004619887,0.17629356315768394
47,22.430610635361262,29.776438564629863,22.873990653726473,30.395974486689997,17.02048643716363,11.928210881056716,14.015780864486194,0.29490002650660524,0.705099973493394,0.44338001836521007,0.6195359220601325,0.8236886113674861,0.07366702308388093,0.07366702308388093,0.176311388632514
48,22.873990653726473,30.395974486689997,23.317291147208888,31.015589933632928,17.365915407412025,12.169975588198028,14.300644344850625,0.29483355810051665,0.7051664418994827,0.44330049348241307,0.6196154469429296,0.8236713443217479,0.07365318221471823,0.07365318221471823,0.17632865567825173
49,23.317291147208888,31.015589933632928,23.76051477465085,31.63528224661631,17.71133477374446,12.411731311525068,14.585502739464987,0.29476931696960307,0.7052306830303963,0.4432236274419612,0.6196923129833815,0.8236546086795875,0.07363977489744702,0.07363977489744702,0.1763453913204124
50,23.76051477465085,31.63528224661631,24.203664056394363,32.25504890529814,18.05674487764904,12.653478370526,14.870356229542265,0.2947071868588017,0.7052928131411977,0.44314928174351065,0.619766658681832,0.8236383791564463,0.07362678007965671,0.07362678007965671,0.17636162084355367
51,24.203664056394363,32.25504890529814,24.646741383984114,32.87488751813373,18.402146041967935,12.89521706718629,15.155204986467263,0.29464705967310073,0.7053529403268987,0.4430773275897525,0.6198386128355902,0.8236226320706387,0.07361417807603106,0.07361417807603106,0.17637736792936146
52,24.646741383984114,32.87488751813373,25.089749029022737,33.494795813520454,18.74753857225374,13.136947687268917,15.44004917250219,0.29458883476327213,0.7054111652367272,0.44300764503862267,0.6199082953867199,0.8236073452180975,0.07360195045834912,0.07360195045834912,0.17639265478190258
53,25.089749029022737,33.494795813520454,25.532689151266485,34.11477163170205,19.092922758003507,13.37867050147829,15.724888941429807,0.2945324182860721,0.7054675817139273,0.44294012224374657,0.619975818181596,0.8235924977586094,0.07359007995594981,0.07359007995594981,0.1764075022413906
54,25.532689151266485,34.11477163170205,25.975563806038995,34.73481291735488,19.43829887378377,13.620385766520613,16.009724439140786,0.2944777226299422,0.7055222773700571,0.4428746547725088,0.6200412856528337,0.8235780701123394,0.0735785503655184,0.0735785503655184,0.17642192988766048
